FECHA,AÑO,PERIODO,EMPRESA,DEPARTAMENTO,ESTRATO,TARIFA
Dic-25,2025,12,CHEC,Caldas,"5 y 6, Ind y Com",1119.0174
Ene-26,2026,1,CHEC,Caldas,"5 y 6, Ind y Com",1120.9664
Feb-26,2026,2,CHEC,Caldas,"5 y 6, Ind y Com",1082.8092
* Pesos corrientes,,,CHEC,Caldas,"5 y 6, Ind y Com",-0.03403955729627588
Mar-25,2025,3,ENEL COLOMBIA,Bogotá/Cundinamarca,1,377.7447
Abr-25,2025,4,ENEL COLOMBIA,Bogotá/Cundinamarca,1,379.7369
May-25,2025,5,ENEL COLOMBIA,Bogotá/Cundinamarca,1,382.2399
Jun-25,2025,6,ENEL COLOMBIA,Bogotá/Cundinamarca,1,383.4658
Jul-25,2025,7,ENEL COLOMBIA,Bogotá/Cundinamarca,1,383.8744
Ago-25,2025,8,ENEL COLOMBIA,Bogotá/Cundinamarca,1,384.9216
Sep-25,2025,9,ENEL COLOMBIA,Bogotá/Cundinamarca,1,385.6367
Oct-25,2025,10,ENEL COLOMBIA,Bogotá/Cundinamarca,1,386.8882
Nov-25,2025,11,ENEL COLOMBIA,Bogotá/Cundinamarca,1,387.6033
Dic-25,2025,12,ENEL COLOMBIA,Bogotá/Cundinamarca,1,387.8842
Ene-26,2026,1,ENEL COLOMBIA,Bogotá/Cundinamarca,1,388.9058
Feb-26,2026,2,ENEL COLOMBIA,Bogotá/Cundinamarca,1,393.5031
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,1,0.011821114521819984
Mar-25,2025,3,ENEL COLOMBIA,Bogotá/Cundinamarca,2,472.1808
Abr-25,2025,4,ENEL COLOMBIA,Bogotá/Cundinamarca,2,474.671
May-25,2025,5,ENEL COLOMBIA,Bogotá/Cundinamarca,2,477.7997
Jun-25,2025,6,ENEL COLOMBIA,Bogotá/Cundinamarca,2,479.3321
Jul-25,2025,7,ENEL COLOMBIA,Bogotá/Cundinamarca,2,479.8429
Ago-25,2025,8,ENEL COLOMBIA,Bogotá/Cundinamarca,2,481.1519
Sep-25,2025,9,ENEL COLOMBIA,Bogotá/Cundinamarca,2,482.0458
Oct-25,2025,10,ENEL COLOMBIA,Bogotá/Cundinamarca,2,483.6102
Nov-25,2025,11,ENEL COLOMBIA,Bogotá/Cundinamarca,2,484.5041
Dic-25,2025,12,ENEL COLOMBIA,Bogotá/Cundinamarca,2,484.8553
Ene-26,2026,1,ENEL COLOMBIA,Bogotá/Cundinamarca,2,486.1323
Feb-26,2026,2,ENEL COLOMBIA,Bogotá/Cundinamarca,2,491.8789
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,2,0.011821061879657042
Mar-25,2025,3,ENEL COLOMBIA,Bogotá/Cundinamarca,3,729.6657
Abr-25,2025,4,ENEL COLOMBIA,Bogotá/Cundinamarca,3,706.4165
May-25,2025,5,ENEL COLOMBIA,Bogotá/Cundinamarca,3,679.5058
Jun-25,2025,6,ENEL COLOMBIA,Bogotá/Cundinamarca,3,710.8379
Jul-25,2025,7,ENEL COLOMBIA,Bogotá/Cundinamarca,3,667.6996
Ago-25,2025,8,ENEL COLOMBIA,Bogotá/Cundinamarca,3,678.4432
Sep-25,2025,9,ENEL COLOMBIA,Bogotá/Cundinamarca,3,696.009
Oct-25,2025,10,ENEL COLOMBIA,Bogotá/Cundinamarca,3,697.8163
Nov-25,2025,11,ENEL COLOMBIA,Bogotá/Cundinamarca,3,680.0733
Dic-25,2025,12,ENEL COLOMBIA,Bogotá/Cundinamarca,3,667.3251
Ene-26,2026,1,ENEL COLOMBIA,Bogotá/Cundinamarca,3,629.2112
Feb-26,2026,2,ENEL COLOMBIA,Bogotá/Cundinamarca,3,709.0
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,3,0.12680766013065253
Mar-25,2025,3,ENEL COLOMBIA,Bogotá/Cundinamarca,4,858.4302
Abr-25,2025,4,ENEL COLOMBIA,Bogotá/Cundinamarca,4,831.0782
May-25,2025,5,ENEL COLOMBIA,Bogotá/Cundinamarca,4,799.4186
Jun-25,2025,6,ENEL COLOMBIA,Bogotá/Cundinamarca,4,836.2799
Jul-25,2025,7,ENEL COLOMBIA,Bogotá/Cundinamarca,4,785.5289
Ago-25,2025,8,ENEL COLOMBIA,Bogotá/Cundinamarca,4,798.1685
Sep-25,2025,9,ENEL COLOMBIA,Bogotá/Cundinamarca,4,818.8341
Oct-25,2025,10,ENEL COLOMBIA,Bogotá/Cundinamarca,4,820.9603
Nov-25,2025,11,ENEL COLOMBIA,Bogotá/Cundinamarca,4,800.0862
Dic-25,2025,12,ENEL COLOMBIA,Bogotá/Cundinamarca,4,785.0883
Ene-26,2026,1,ENEL COLOMBIA,Bogotá/Cundinamarca,4,740.2485
Feb-26,2026,2,ENEL COLOMBIA,Bogotá/Cundinamarca,4,834.1177
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,4,0.12680768687812266
Mar-25,2025,3,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",1030.1162
Abr-25,2025,4,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",997.2938
May-25,2025,5,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",959.3023
Jun-25,2025,6,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",1003.5359
Jul-25,2025,7,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",942.6347
Ago-25,2025,8,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",957.8022
Sep-25,2025,9,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",982.6009
Oct-25,2025,10,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",985.1524
Nov-25,2025,11,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",960.1034
Dic-25,2025,12,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",942.106
Ene-26,2026,1,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",888.2982
Feb-26,2026,2,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",1000.9412
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",0.1268076418481992
Mar-25,2025,3,DISPAC,Chocó,1,413.65
Abr-25,2025,4,DISPAC,Chocó,1,415.84
May-25,2025,5,DISPAC,Chocó,1,418.58
Jun-25,2025,6,DISPAC,Chocó,1,419.92
Jul-25,2025,7,DISPAC,Chocó,1,420.37
Ago-25,2025,8,DISPAC,Chocó,1,421.51
Sep-25,2025,9,DISPAC,Chocó,1,422.3
Oct-25,2025,10,DISPAC,Chocó,1,423.67
Nov-25,2025,11,DISPAC,Chocó,1,424.45
Dic-25,2025,12,DISPAC,Chocó,1,424.76
Ene-26,2026,1,DISPAC,Chocó,1,425.88
Feb-26,2026,2,DISPAC,Chocó,1,430.91
* Pesos corrientes,,,DISPAC,Chocó,1,0.011810838733915727
Mar-25,2025,3,DISPAC,Chocó,2,517.07
Abr-25,2025,4,DISPAC,Chocó,2,519.79
May-25,2025,5,DISPAC,Chocó,2,523.22
Jun-25,2025,6,DISPAC,Chocó,2,524.9
Jul-25,2025,7,DISPAC,Chocó,2,525.46
Ago-25,2025,8,DISPAC,Chocó,2,526.89
Sep-25,2025,9,DISPAC,Chocó,2,527.87
Oct-25,2025,10,DISPAC,Chocó,2,529.58
Nov-25,2025,11,DISPAC,Chocó,2,530.56
Dic-25,2025,12,DISPAC,Chocó,2,530.95
Ene-26,2026,1,DISPAC,Chocó,2,532.34
Feb-26,2026,2,DISPAC,Chocó,2,538.64
* Pesos corrientes,,,DISPAC,Chocó,2,0.011834541834166048
Mar-25,2025,3,DISPAC,Chocó,3,800.65
Abr-25,2025,4,DISPAC,Chocó,3,810.73
May-25,2025,5,DISPAC,Chocó,3,814.97
Jun-25,2025,6,DISPAC,Chocó,3,804.29
Jul-25,2025,7,DISPAC,Chocó,3,813.82
Ago-25,2025,8,DISPAC,Chocó,3,733.34
Sep-25,2025,9,DISPAC,Chocó,3,701.3
Oct-25,2025,10,DISPAC,Chocó,3,745.3
Nov-25,2025,11,DISPAC,Chocó,3,675.25
Dic-25,2025,12,DISPAC,Chocó,3,681.6
Ene-26,2026,1,DISPAC,Chocó,3,668.38
Feb-26,2026,2,DISPAC,Chocó,3,624.9
* Pesos corrientes,,,DISPAC,Chocó,3,-0.06505281426733298
Mar-25,2025,3,DISPAC,Chocó,4,941.94
Abr-25,2025,4,DISPAC,Chocó,4,953.8
May-25,2025,5,DISPAC,Chocó,4,958.79
Jun-25,2025,6,DISPAC,Chocó,4,946.22
Jul-25,2025,7,DISPAC,Chocó,4,957.43
Ago-25,2025,8,DISPAC,Chocó,4,862.75
Sep-25,2025,9,DISPAC,Chocó,4,825.06
Oct-25,2025,10,DISPAC,Chocó,4,876.83
Nov-25,2025,11,DISPAC,Chocó,4,794.42
Dic-25,2025,12,DISPAC,Chocó,4,801.89
Ene-26,2026,1,DISPAC,Chocó,4,786.33
Feb-26,2026,2,DISPAC,Chocó,4,735.17
* Pesos corrientes,,,DISPAC,Chocó,4,-0.06506174252540292
Mar-25,2025,3,DISPAC,Chocó,"5 y 6, Ind y Com",1130.33
Abr-25,2025,4,DISPAC,Chocó,"5 y 6, Ind y Com",1144.56
May-25,2025,5,DISPAC,Chocó,"5 y 6, Ind y Com",1150.55
Jun-25,2025,6,DISPAC,Chocó,"5 y 6, Ind y Com",1135.46
Jul-25,2025,7,DISPAC,Chocó,"5 y 6, Ind y Com",1148.92
Ago-25,2025,8,DISPAC,Chocó,"5 y 6, Ind y Com",1035.3
Sep-25,2025,9,DISPAC,Chocó,"5 y 6, Ind y Com",990.07
Oct-25,2025,10,DISPAC,Chocó,"5 y 6, Ind y Com",1052.19
Nov-25,2025,11,DISPAC,Chocó,"5 y 6, Ind y Com",953.3
Dic-25,2025,12,DISPAC,Chocó,"5 y 6, Ind y Com",962.6
Ene-26,2026,1,DISPAC,Chocó,"5 y 6, Ind y Com",943.596
Feb-26,2026,2,DISPAC,Chocó,"5 y 6, Ind y Com",882.204
* Pesos corrientes,,,DISPAC,Chocó,"5 y 6, Ind y Com",-0.06506174252540288
Mar-25,2025,3,EBSA,Boyacá,1,402.80275
Abr-25,2025,4,EBSA,Boyacá,1,404.95361
May-25**,2025,5,EBSA,Boyacá,1,407.6419
Jun-25,2025,6,EBSA,Boyacá,1,408.96265
Jul-25,2025,7,EBSA,Boyacá,1,409.42709
Ago-25,2025,8,EBSA,Boyacá,1,410.63378
Sep-25,2025,9,EBSA,Boyacá,1,411.44651
Oct-25,2025,10,EBSA,Boyacá,1,412.81721
Nov-25,2025,11,EBSA,Boyacá,1,413.62273
Dic-25**,2025,12,EBSA,Boyacá,1,413.96389
Ene-26,2026,1,EBSA,Boyacá,1,415.11131
Feb-26,2026,2,EBSA,Boyacá,1,420.06094
* Pesos corrientes,,,EBSA,Boyacá,1,0.011923621160791821
Mar-25,2025,3,EBSA,Boyacá,2,503.42973
Abr-25,2025,4,EBSA,Boyacá,2,506.05301
May-25**,2025,5,EBSA,Boyacá,2,509.46542
Jun-25,2025,6,EBSA,Boyacá,2,511.13538
Jul-25,2025,7,EBSA,Boyacá,2,511.69555
Ago-25,2025,8,EBSA,Boyacá,2,513.16288
Sep-25,2025,9,EBSA,Boyacá,2,514.19284
Oct-25,2025,10,EBSA,Boyacá,2,515.88248
Nov-25,2025,11,EBSA,Boyacá,2,516.81235
Dic-25**,2025,12,EBSA,Boyacá,2,517.23364
Ene-26,2026,1,EBSA,Boyacá,2,518.66596
Feb-26,2026,2,EBSA,Boyacá,2,524.87147
* Pesos corrientes,,,EBSA,Boyacá,2,0.01196436720080879
Mar-25,2025,3,EBSA,Boyacá,3,835.28259
Abr-25,2025,4,EBSA,Boyacá,3,787.66721
May-25**,2025,5,EBSA,Boyacá,3,739.11181
Jun-25,2025,6,EBSA,Boyacá,3,769.91861
Jul-25,2025,7,EBSA,Boyacá,3,750.67521
Ago-25,2025,8,EBSA,Boyacá,3,732.96665
Sep-25,2025,9,EBSA,Boyacá,3,783.97115
Oct-25,2025,10,EBSA,Boyacá,3,787.8191
Nov-25,2025,11,EBSA,Boyacá,3,734.5995
Dic-25**,2025,12,EBSA,Boyacá,3,752.17894
Ene-26,2026,1,EBSA,Boyacá,3,758.80563
Feb-26,2026,2,EBSA,Boyacá,3,773.34156
* Pesos corrientes,,,EBSA,Boyacá,3,0.019156328610793267
Mar-25,2025,3,EBSA,Boyacá,4,982.6854
Abr-25,2025,4,EBSA,Boyacá,4,926.6673
May-25**,2025,5,EBSA,Boyacá,4,869.5433
Jun-25,2025,6,EBSA,Boyacá,4,905.7866
Jul-25,2025,7,EBSA,Boyacá,4,883.1473
Ago-25,2025,8,EBSA,Boyacá,4,862.3137
Sep-25,2025,9,EBSA,Boyacá,4,922.319
Oct-25,2025,10,EBSA,Boyacá,4,926.846
Nov-25,2025,11,EBSA,Boyacá,4,864.2347
Dic-25**,2025,12,EBSA,Boyacá,4,884.9164
Ene-26,2026,1,EBSA,Boyacá,4,892.7125
Feb-26,2026,2,EBSA,Boyacá,4,909.8136
* Pesos corrientes,,,EBSA,Boyacá,4,0.019156335326322837
Mar-25,2025,3,EBSA,Boyacá,"5 y 6, Ind y Com",1179.2225
Abr-25,2025,4,EBSA,Boyacá,"5 y 6, Ind y Com",1112.008
May-25**,2025,5,EBSA,Boyacá,"5 y 6, Ind y Com",1043.452
Jun-25,2025,6,EBSA,Boyacá,"5 y 6, Ind y Com",1086.9439
Jul-25,2025,7,EBSA,Boyacá,"5 y 6, Ind y Com",1059.7768
Ago-25,2025,8,EBSA,Boyacá,"5 y 6, Ind y Com",1034.7764
Sep-25,2025,9,EBSA,Boyacá,"5 y 6, Ind y Com",1106.7828
Oct-25,2025,10,EBSA,Boyacá,"5 y 6, Ind y Com",1112.2152
Nov-25,2025,11,EBSA,Boyacá,"5 y 6, Ind y Com",1037.0816
Dic-25**,2025,12,EBSA,Boyacá,"5 y 6, Ind y Com",1061.8997
Ene-26,2026,1,EBSA,Boyacá,"5 y 6, Ind y Com",1071.255
Feb-26,2026,2,EBSA,Boyacá,"5 y 6, Ind y Com",1091.7763
* Pesos corrientes,,,EBSA,Boyacá,"5 y 6, Ind y Com",0.019156316656631596
Mar-25**,2025,3,EDEQ,Quindío,1,425.1641
Abr-25,2025,4,EDEQ,Quindío,1,427.4063
May-25,2025,5,EDEQ,Quindío,1,430.2235
Jun-25,2025,6,EDEQ,Quindío,1,431.6033
Jul-25,2025,7,EDEQ,Quindío,1,432.0633
Ago-25,2025,8,EDEQ,Quindío,1,433.2419
Sep-25,2025,9,EDEQ,Quindío,1,434.0468
Oct-25,2025,10,EDEQ,Quindío,1,435.4554
Nov-25,2025,11,EDEQ,Quindío,1,436.2603
Dic-25,2025,12,EDEQ,Quindío,1,436.5765
Ene-26**,2026,1,EDEQ,Quindío,1,437.7264
Feb-26,2026,2,EDEQ,Quindío,1,442.9008
* Pesos corrientes,,,EDEQ,Quindío,1,0.011821082758545045
Mar-25**,2025,3,EDEQ,Quindío,2,531.4551
Abr-25,2025,4,EDEQ,Quindío,2,534.2579
May-25,2025,5,EDEQ,Quindío,2,537.7794
Jun-25,2025,6,EDEQ,Quindío,2,539.5042
Jul-25,2025,7,EDEQ,Quindío,2,540.0791
Ago-25,2025,8,EDEQ,Quindío,2,541.5524
Sep-25,2025,9,EDEQ,Quindío,2,542.5585
Oct-25,2025,10,EDEQ,Quindío,2,544.3193
Nov-25,2025,11,EDEQ,Quindío,2,545.3254
Dic-25,2025,12,EDEQ,Quindío,2,545.7207
Ene-26**,2026,1,EDEQ,Quindío,2,547.158
Feb-26,2026,2,EDEQ,Quindío,2,553.626
* Pesos corrientes,,,EDEQ,Quindío,2,0.011821082758544993
Mar-25**,2025,3,EDEQ,Quindío,3,813.2196
Abr-25,2025,4,EDEQ,Quindío,3,828.1672
May-25,2025,5,EDEQ,Quindío,3,823.0477
Jun-25,2025,6,EDEQ,Quindío,3,785.886
Jul-25,2025,7,EDEQ,Quindío,3,829.883
Ago-25,2025,8,EDEQ,Quindío,3,778.1583
Sep-25,2025,9,EDEQ,Quindío,3,810.5318
Oct-25,2025,10,EDEQ,Quindío,3,801.4421
Nov-25,2025,11,EDEQ,Quindío,3,783.0545
Dic-25,2025,12,EDEQ,Quindío,3,790.9075
Ene-26**,2026,1,EDEQ,Quindío,3,799.6367
Feb-26,2026,2,EDEQ,Quindío,3,757.4905
* Pesos corrientes,,,EDEQ,Quindío,3,-0.05270668542351798
Mar-25**,2025,3,EDEQ,Quindío,4,956.7289
Abr-25,2025,4,EDEQ,Quindío,4,974.3143
May-25,2025,5,EDEQ,Quindío,4,968.2914
Jun-25,2025,6,EDEQ,Quindío,4,924.5718
Jul-25,2025,7,EDEQ,Quindío,4,976.333
Ago-25,2025,8,EDEQ,Quindío,4,915.4804
Sep-25,2025,9,EDEQ,Quindío,4,953.5668
Oct-25,2025,10,EDEQ,Quindío,4,942.873
Nov-25,2025,11,EDEQ,Quindío,4,921.2406
Dic-25,2025,12,EDEQ,Quindío,4,930.4794
Ene-26**,2026,1,EDEQ,Quindío,4,940.749
Feb-26,2026,2,EDEQ,Quindío,4,891.1653
* Pesos corrientes,,,EDEQ,Quindío,4,-0.05270661993794309
Mar-25**,2025,3,EDEQ,Quindío,"5 y 6, Ind y Com",1148.0747
Abr-25,2025,4,EDEQ,Quindío,"5 y 6, Ind y Com",1169.1772
May-25,2025,5,EDEQ,Quindío,"5 y 6, Ind y Com",1161.9497
Jun-25,2025,6,EDEQ,Quindío,"5 y 6, Ind y Com",1109.4862
Jul-25,2025,7,EDEQ,Quindío,"5 y 6, Ind y Com",1171.5996
Ago-25,2025,8,EDEQ,Quindío,"5 y 6, Ind y Com",1098.5765
Sep-25,2025,9,EDEQ,Quindío,"5 y 6, Ind y Com",1144.2802
Oct-25,2025,10,EDEQ,Quindío,"5 y 6, Ind y Com",1131.4476
Nov-25,2025,11,EDEQ,Quindío,"5 y 6, Ind y Com",1105.4888
Dic-25,2025,12,EDEQ,Quindío,"5 y 6, Ind y Com",1116.5752
Ene-26**,2026,1,EDEQ,Quindío,"5 y 6, Ind y Com",1128.8988
Feb-26,2026,2,EDEQ,Quindío,"5 y 6, Ind y Com",1069.3983
* Pesos corrientes,,,EDEQ,Quindío,"5 y 6, Ind y Com",-0.05270667308708263
Mar-25,2025,3,EE Putumayo,Putumayo,1,384.49242
Abr-25,2025,4,EE Putumayo,Putumayo,1,368.26009
May-25,2025,5,EE Putumayo,Putumayo,1,348.98216
Jun-25,2025,6,EE Putumayo,Putumayo,1,358.20332
Jul-25,2025,7,EE Putumayo,Putumayo,1,363.45326
Ago-25,2025,8,EE Putumayo,Putumayo,1,367.9535
Sep-25,2025,9,EE Putumayo,Putumayo,1,366.68225
Oct-25,2025,10,EE Putumayo,Putumayo,1,361.70632
Nov-25,2025,11,EE Putumayo,Putumayo,1,362.22479
Dic-25,2025,12,EE Putumayo,Putumayo,1,349.93192
Ene-26,2026,1,EE Putumayo,Putumayo,1,348.26271
Feb-26,2026,2,EE Putumayo,Putumayo,1,335.051
* Pesos corrientes,,,EE Putumayo,Putumayo,1,-0.03793604546406946
Mar-25,2025,3,EE Putumayo,Putumayo,2,480.61553
Abr-25,2025,4,EE Putumayo,Putumayo,2,460.32512
May-25,2025,5,EE Putumayo,Putumayo,2,436.2277
Jun-25,2025,6,EE Putumayo,Putumayo,2,447.75415
Jul-25,2025,7,EE Putumayo,Putumayo,2,454.31658
Ago-25,2025,8,EE Putumayo,Putumayo,2,459.94187
Sep-25,2025,9,EE Putumayo,Putumayo,2,458.35281
Oct-25,2025,10,EE Putumayo,Putumayo,2,452.1329
Nov-25,2025,11,EE Putumayo,Putumayo,2,452.78099
Dic-25,2025,12,EE Putumayo,Putumayo,2,437.4149
Ene-26,2026,1,EE Putumayo,Putumayo,2,435.32839
Feb-26,2026,2,EE Putumayo,Putumayo,2,418.81375
* Pesos corrientes,,,EE Putumayo,Putumayo,2,-0.03793605098900162
Mar-25,2025,3,EE Putumayo,Putumayo,3,817.0464
Abr-25,2025,4,EE Putumayo,Putumayo,3,782.5527
May-25,2025,5,EE Putumayo,Putumayo,3,741.58709
Jun-25,2025,6,EE Putumayo,Putumayo,3,761.18206
Jul-25,2025,7,EE Putumayo,Putumayo,3,772.33818
Ago-25,2025,8,EE Putumayo,Putumayo,3,781.90118
Sep-25,2025,9,EE Putumayo,Putumayo,3,779.19977
Oct-25,2025,10,EE Putumayo,Putumayo,3,768.62592
Nov-25,2025,11,EE Putumayo,Putumayo,3,769.72769
Dic-25,2025,12,EE Putumayo,Putumayo,3,743.60533
Ene-26,2026,1,EE Putumayo,Putumayo,3,740.05827
Feb-26,2026,2,EE Putumayo,Putumayo,3,711.98337
* Pesos corrientes,,,EE Putumayo,Putumayo,3,-0.03793606684511472
Mar-25,2025,3,EE Putumayo,Putumayo,4,961.23105
Abr-25,2025,4,EE Putumayo,Putumayo,4,920.65023
May-25,2025,5,EE Putumayo,Putumayo,4,872.45539
Jun-25,2025,6,EE Putumayo,Putumayo,4,895.50831
Jul-25,2025,7,EE Putumayo,Putumayo,4,908.63315
Ago-25,2025,8,EE Putumayo,Putumayo,4,919.88374
Sep-25,2025,9,EE Putumayo,Putumayo,4,916.70561
Oct-25,2025,10,EE Putumayo,Putumayo,4,904.26579
Nov-25,2025,11,EE Putumayo,Putumayo,4,905.56198
Dic-25,2025,12,EE Putumayo,Putumayo,4,874.8298
Ene-26,2026,1,EE Putumayo,Putumayo,4,870.65678
Feb-26,2026,2,EE Putumayo,Putumayo,4,837.6275
* Pesos corrientes,,,EE Putumayo,Putumayo,4,-0.03793605098900162
Mar-25,2025,3,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1153.47726
Abr-25,2025,4,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1104.78028
May-25,2025,5,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1046.94649
Jun-25,2025,6,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1074.60997
Jul-25,2025,7,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1090.35978
Ago-25,2025,8,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1103.8605
Sep-25,2025,9,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1100.04674
Oct-25,2025,10,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1085.11895
Nov-25,2025,11,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1086.67438
Dic-25,2025,12,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1049.8
Ene-26,2026,1,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1044.79
Feb-26,2026,2,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1005.153
* Pesos corrientes,,,EE Putumayo,Putumayo,"5 y 6, Ind y Com",-0.03793776739823308
Mar-25,2025,3,EEBP,Boyacá,1,442.2
Abr-25,2025,4,EEBP,Boyacá,1,444.53
May-25,2025,5,EEBP,Boyacá,1,447.46
Jun-25,2025,6,EEBP,Boyacá,1,448.9
Jul-25,2025,7,EEBP,Boyacá,1,449.38
Ago-25,2025,8,EEBP,Boyacá,1,450.61
Sep-25,2025,9,EEBP,Boyacá,1,451.45
Oct-25,2025,10,EEBP,Boyacá,1,452.92
Nov-25,2025,11,EEBP,Boyacá,1,453.76
Dic-25,2025,12,EEBP,Boyacá,1,454.09
Ene-26,2026,1,EEBP,Boyacá,1,455.29
Feb-26,2026,2,EEBP,Boyacá,1,460.67
* Pesos corrientes,,,EEBP,Boyacá,1,0.011816644336576677
Mar-25,2025,3,EEBP,Boyacá,2,552.75
Abr-25,2025,4,EEBP,Boyacá,2,555.67
May-25,2025,5,EEBP,Boyacá,2,559.33
Jun-25,2025,6,EEBP,Boyacá,2,561.12
Jul-25,2025,7,EEBP,Boyacá,2,561.72
Ago-25,2025,8,EEBP,Boyacá,2,563.25
Sep-25,2025,9,EEBP,Boyacá,2,564.3
Oct-25,2025,10,EEBP,Boyacá,2,566.13
Nov-25,2025,11,EEBP,Boyacá,2,567.18
Dic-25,2025,12,EEBP,Boyacá,2,567.59
Ene-26,2026,1,EEBP,Boyacá,2,569.08
Feb-26,2026,2,EEBP,Boyacá,2,575.81
* Pesos corrientes,,,EEBP,Boyacá,2,0.011826105292753047
Mar-25,2025,3,EEBP,Boyacá,3,939.675
Abr-25,2025,4,EEBP,Boyacá,3,824.245
May-25,2025,5,EEBP,Boyacá,3,827.815
Jun-25,2025,6,EEBP,Boyacá,3,847.28
Jul-25,2025,7,EEBP,Boyacá,3,790.755
Ago-25,2025,8,EEBP,Boyacá,3,828.41
Sep-25,2025,9,EEBP,Boyacá,3,825.35
Oct-25,2025,10,EEBP,Boyacá,3,809.795
Nov-25,2025,11,EEBP,Boyacá,3,817.275
Dic-25,2025,12,EEBP,Boyacá,3,795.94
Ene-26,2026,1,EEBP,Boyacá,3,774.52
Feb-26,2026,2,EEBP,Boyacá,3,809.88
* Pesos corrientes,,,EEBP,Boyacá,3,0.04565408252853382
Mar-25,2025,3,EEBP,Boyacá,4,1105.49999
Abr-25,2025,4,EEBP,Boyacá,4,969.7
May-25,2025,5,EEBP,Boyacá,4,973.9
Jun-25,2025,6,EEBP,Boyacá,4,996.8
Jul-25,2025,7,EEBP,Boyacá,4,930.30001
Ago-25,2025,8,EEBP,Boyacá,4,974.6
Sep-25,2025,9,EEBP,Boyacá,4,970.9999
Oct-25,2025,10,EEBP,Boyacá,4,952.7
Nov-25,2025,11,EEBP,Boyacá,4,961.5
Dic-25,2025,12,EEBP,Boyacá,4,936.4
Ene-26,2026,1,EEBP,Boyacá,4,911.2
Feb-26,2026,2,EEBP,Boyacá,4,952.8
* Pesos corrientes,,,EEBP,Boyacá,4,0.0456540825285337
Mar-25,2025,3,EEBP,Boyacá,"5 y 6, Ind y Com",1326.59988
Abr-25,2025,4,EEBP,Boyacá,"5 y 6, Ind y Com",1163.64
May-25,2025,5,EEBP,Boyacá,"5 y 6, Ind y Com",1168.68
Jun-25,2025,6,EEBP,Boyacá,"5 y 6, Ind y Com",1196.16
Jul-25,2025,7,EEBP,Boyacá,"5 y 6, Ind y Com",1116.36
Ago-25,2025,8,EEBP,Boyacá,"5 y 6, Ind y Com",1169.52
Sep-25,2025,9,EEBP,Boyacá,"5 y 6, Ind y Com",1165.18
Oct-25,2025,10,EEBP,Boyacá,"5 y 6, Ind y Com",1143.24
Nov-25,2025,11,EEBP,Boyacá,"5 y 6, Ind y Com",1153.8
Dic-25,2025,12,EEBP,Boyacá,"5 y 6, Ind y Com",1123.68
Ene-26,2026,1,EEBP,Boyacá,"5 y 6, Ind y Com",1093.44
Feb-26,2026,2,EEBP,Boyacá,"5 y 6, Ind y Com",1143.36
* Pesos corrientes,,,EEBP,Boyacá,"5 y 6, Ind y Com",0.04565408252853366
Mar-25,2025,3,EEP PEREIRA,Risaralda,1,422.0132
Abr-25,2025,4,EEP PEREIRA,Risaralda,1,424.2388
May-25,2025,5,EEP PEREIRA,Risaralda,1,427.0351
Jun-25,2025,6,EEP PEREIRA,Risaralda,1,428.4047
Jul-25,2025,7,EEP PEREIRA,Risaralda,1,428.8612
Ago-25,2025,8,EEP PEREIRA,Risaralda,1,430.0311
Sep-25,2025,9,EEP PEREIRA,Risaralda,1,430.83
Oct-25,2025,10,EEP PEREIRA,Risaralda,1,432.2282
Nov-25,2025,11,EEP PEREIRA,Risaralda,1,433.0271
