FECHA,AÑO,PERIODO,EMPRESA,DEPARTAMENTO,ESTRATO,TARIFA
,2023,9,CEDENAR,Nariño,"5 y 6, Ind y Com",1068.08685
,2023,10,CEDENAR,Nariño,"5 y 6, Ind y Com",1100.13
,2023,11,CEDENAR,Nariño,"5 y 6, Ind y Com",1111.13
,2023,12,CEDENAR,Nariño,"5 y 6, Ind y Com",1117.8
,,,CEDENAR,Nariño,"5 y 6, Ind y Com",0.006002897950734698
Ene-23,2023,1,CELSIA COLOMBIA Valle,Valle del Cauca,1,319.6
Feb-23,2023,2,CELSIA COLOMBIA Valle,Valle del Cauca,1,326.24
Mar-23,2023,3,CELSIA COLOMBIA Valle,Valle del Cauca,1,332.64
Abr-23,2023,4,CELSIA COLOMBIA Valle,Valle del Cauca,1,337.13
May-23,2023,5,CELSIA COLOMBIA Valle,Valle del Cauca,1,340.78
Jun-23,2023,6,CELSIA COLOMBIA Valle,Valle del Cauca,1,343.29
Jul-23,2023,7,CELSIA COLOMBIA Valle,Valle del Cauca,1,345.35
Agos-23,2023,8,CELSIA COLOMBIA Valle,Valle del Cauca,1,348.11
Sep-23,2023,9,CELSIA COLOMBIA Valle,Valle del Cauca,1,351.59
Oct-23**,2023,10,CELSIA COLOMBIA Valle,Valle del Cauca,1,359.33
Nov-23,2023,11,CELSIA COLOMBIA Valle,Valle del Cauca,1,367.59
Dic-23,2023,12,CELSIA COLOMBIA Valle,Valle del Cauca,1,369.31
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,1,0.004679126200386375
Ene-23,2023,1,CELSIA COLOMBIA Valle,Valle del Cauca,2,399.5
Feb-23,2023,2,CELSIA COLOMBIA Valle,Valle del Cauca,2,407.8
Mar-23,2023,3,CELSIA COLOMBIA Valle,Valle del Cauca,2,415.79
Abr-23,2023,4,CELSIA COLOMBIA Valle,Valle del Cauca,2,421.41
May-23,2023,5,CELSIA COLOMBIA Valle,Valle del Cauca,2,425.97
Jun-23,2023,6,CELSIA COLOMBIA Valle,Valle del Cauca,2,429.11
Jul-23,2023,7,CELSIA COLOMBIA Valle,Valle del Cauca,2,431.68
Agos-23,2023,8,CELSIA COLOMBIA Valle,Valle del Cauca,2,435.14
Sep-23,2023,9,CELSIA COLOMBIA Valle,Valle del Cauca,2,439.49
Oct-23**,2023,10,CELSIA COLOMBIA Valle,Valle del Cauca,2,449.16
Nov-23,2023,11,CELSIA COLOMBIA Valle,Valle del Cauca,2,459.49
Dic-23,2023,12,CELSIA COLOMBIA Valle,Valle del Cauca,2,461.65
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,2,0.004700864001392779
Ene-23,2023,1,CELSIA COLOMBIA Valle,Valle del Cauca,3,679.15
Feb-23,2023,2,CELSIA COLOMBIA Valle,Valle del Cauca,3,693.26
Mar-23,2023,3,CELSIA COLOMBIA Valle,Valle del Cauca,3,706.85
Abr-23,2023,4,CELSIA COLOMBIA Valle,Valle del Cauca,3,716.4
May-23,2023,5,CELSIA COLOMBIA Valle,Valle del Cauca,3,724.15
Jun-23,2023,6,CELSIA COLOMBIA Valle,Valle del Cauca,3,729.49
Jul-23,2023,7,CELSIA COLOMBIA Valle,Valle del Cauca,3,733.86
Agos-23,2023,8,CELSIA COLOMBIA Valle,Valle del Cauca,3,739.74
Sep-23,2023,9,CELSIA COLOMBIA Valle,Valle del Cauca,3,747.13
Oct-23**,2023,10,CELSIA COLOMBIA Valle,Valle del Cauca,3,763.57
Nov-23,2023,11,CELSIA COLOMBIA Valle,Valle del Cauca,3,781.13
Dic-23,2023,12,CELSIA COLOMBIA Valle,Valle del Cauca,3,783.4
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,3,0.0029060463687222123
Ene-23,2023,1,CELSIA COLOMBIA Valle,Valle del Cauca,4,799.0
Feb-23,2023,2,CELSIA COLOMBIA Valle,Valle del Cauca,4,815.6
Mar-23,2023,3,CELSIA COLOMBIA Valle,Valle del Cauca,4,831.59
Abr-23,2023,4,CELSIA COLOMBIA Valle,Valle del Cauca,4,842.82
May-23,2023,5,CELSIA COLOMBIA Valle,Valle del Cauca,4,851.94
Jun-23,2023,6,CELSIA COLOMBIA Valle,Valle del Cauca,4,858.22
Jul-23,2023,7,CELSIA COLOMBIA Valle,Valle del Cauca,4,863.37
Agos-23,2023,8,CELSIA COLOMBIA Valle,Valle del Cauca,4,870.28
Sep-23,2023,9,CELSIA COLOMBIA Valle,Valle del Cauca,4,878.98
Oct-23**,2023,10,CELSIA COLOMBIA Valle,Valle del Cauca,4,898.32
Nov-23,2023,11,CELSIA COLOMBIA Valle,Valle del Cauca,4,918.98
Dic-23,2023,12,CELSIA COLOMBIA Valle,Valle del Cauca,4,921.65
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,4,0.002905395111971924
Ene-23,2023,1,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",958.8
Feb-23,2023,2,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",978.72
Mar-23,2023,3,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",997.908
Abr-23,2023,4,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1011.384
May-23,2023,5,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1022.328
Jun-23,2023,6,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1029.86
Jul-23,2023,7,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1036.0439999999999
Agos-23,2023,8,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1044.336
Sep-23,2023,9,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1054.78
Oct-23**,2023,10,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1077.984
Nov-23,2023,11,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1102.776
Dic-23,2023,12,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1105.98
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",0.002905395111971924
Ene-23,2023,1,CELSIA COLOMBIA Tolima,Tolima,1,311.97
Feb-23,2023,2,CELSIA COLOMBIA Tolima,Tolima,1,318.45
Mar-23,2023,3,CELSIA COLOMBIA Tolima,Tolima,1,324.7
Abr-23,2023,4,CELSIA COLOMBIA Tolima,Tolima,1,329.08
May-23,2023,5,CELSIA COLOMBIA Tolima,Tolima,1,332.64
Jun-23,2023,6,CELSIA COLOMBIA Tolima,Tolima,1,335.09
Jul-23,2023,7,CELSIA COLOMBIA Tolima,Tolima,1,337.1
Ago-23,2023,8,CELSIA COLOMBIA Tolima,Tolima,1,339.8
Sep-23,2023,9,CELSIA COLOMBIA Tolima,Tolima,1,343.2
Oct-23,2023,10,CELSIA COLOMBIA Tolima,Tolima,1,359.67
Nov-23,2023,11,CELSIA COLOMBIA Tolima,Tolima,1,375.86
Dic-23,2023,12,CELSIA COLOMBIA Tolima,Tolima,1,387.01
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,1,0.029665300909913202
Ene-23,2023,1,CELSIA COLOMBIA Tolima,Tolima,2,389.97
Feb-23,2023,2,CELSIA COLOMBIA Tolima,Tolima,2,398.07
Mar-23,2023,3,CELSIA COLOMBIA Tolima,Tolima,2,405.87
Abr-23,2023,4,CELSIA COLOMBIA Tolima,Tolima,2,411.35
May-23,2023,5,CELSIA COLOMBIA Tolima,Tolima,2,415.8
Jun-23,2023,6,CELSIA COLOMBIA Tolima,Tolima,2,418.86
Jul-23,2023,7,CELSIA COLOMBIA Tolima,Tolima,2,421.38
Ago-23,2023,8,CELSIA COLOMBIA Tolima,Tolima,2,424.76
Sep-23,2023,9,CELSIA COLOMBIA Tolima,Tolima,2,429.0
Oct-23,2023,10,CELSIA COLOMBIA Tolima,Tolima,2,449.59
Nov-23,2023,11,CELSIA COLOMBIA Tolima,Tolima,2,469.82
Dic-23,2023,12,CELSIA COLOMBIA Tolima,Tolima,2,483.77
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,2,0.029692222553318267
Ene-23,2023,1,CELSIA COLOMBIA Tolima,Tolima,3,662.94
Feb-23,2023,2,CELSIA COLOMBIA Tolima,Tolima,3,676.71
Mar-23,2023,3,CELSIA COLOMBIA Tolima,Tolima,3,689.98
Abr-23,2023,4,CELSIA COLOMBIA Tolima,Tolima,3,699.29
May-23,2023,5,CELSIA COLOMBIA Tolima,Tolima,3,706.86
Jun-23,2023,6,CELSIA COLOMBIA Tolima,Tolima,3,712.07
Jul-23,2023,7,CELSIA COLOMBIA Tolima,Tolima,3,716.35
Ago-23,2023,8,CELSIA COLOMBIA Tolima,Tolima,3,722.08
Sep-23,2023,9,CELSIA COLOMBIA Tolima,Tolima,3,729.3
Oct-23,2023,10,CELSIA COLOMBIA Tolima,Tolima,3,764.3
Nov-23,2023,11,CELSIA COLOMBIA Tolima,Tolima,3,798.69
Dic-23,2023,12,CELSIA COLOMBIA Tolima,Tolima,3,822.4
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,3,0.029686111006773493
Ene-23,2023,1,CELSIA COLOMBIA Tolima,Tolima,4,779.93
Feb-23,2023,2,CELSIA COLOMBIA Tolima,Tolima,4,796.13
Mar-23,2023,3,CELSIA COLOMBIA Tolima,Tolima,4,811.74
Abr-23,2023,4,CELSIA COLOMBIA Tolima,Tolima,4,822.7
May-23,2023,5,CELSIA COLOMBIA Tolima,Tolima,4,831.6
Jun-23,2023,6,CELSIA COLOMBIA Tolima,Tolima,4,837.73
Jul-23,2023,7,CELSIA COLOMBIA Tolima,Tolima,4,842.76
Ago-23,2023,8,CELSIA COLOMBIA Tolima,Tolima,4,849.51
Sep-23,2023,9,CELSIA COLOMBIA Tolima,Tolima,4,858.0
Oct-23,2023,10,CELSIA COLOMBIA Tolima,Tolima,4,899.18
Nov-23,2023,11,CELSIA COLOMBIA Tolima,Tolima,4,939.64
Dic-23,2023,12,CELSIA COLOMBIA Tolima,Tolima,4,967.53
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,4,0.029681580179643254
Ene-23,2023,1,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",935.9159999999999
Feb-23,2023,2,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",955.356
Mar-23,2023,3,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",974.088
Abr-23,2023,4,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",987.24
May-23,2023,5,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",997.92
Jun-23,2023,6,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1005.28
Jul-23,2023,7,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1011.3119999999999
Ago-23,2023,8,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1019.4119999999999
Sep-23,2023,9,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1029.6
Oct-23,2023,10,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1079.0159999999998
Nov-23,2023,11,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1127.568
Dic-23,2023,12,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1161.0359999999998
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",0.029681580179643133
Ene-23,2023,1,CENS,Norte de Santander,1,315.14
Feb-23,2023,2,CENS,Norte de Santander,1,320.74
Mar-23,2023,3,CENS,Norte de Santander,1,326.0682
Abr-23,2023,4,CENS,Norte de Santander,1,329.49
May-23,2023,5,CENS,Norte de Santander,1,332.0695
Jun-23,2023,6,CENS,Norte de Santander,1,333.5198
Jul-23,2023,7,CENS,Norte de Santander,1,334.52
Ago-23,2023,8,CENS,Norte de Santander,1,336.1954
Sep-23,2023,9,CENS,Norte de Santander,1,338.5458
Oct-23,2023,10,CENS,Norte de Santander,1,371.7233
Nov-23,2023,11,CENS,Norte de Santander,1,376.9275
Dic-23,2023,12,CENS,Norte de Santander,1,381.816
* Pesos corrientes,,,CENS,Norte de Santander,1,0.012969337604711688
Ene-23,2023,1,CENS,Norte de Santander,2,393.93
Feb-23,2023,2,CENS,Norte de Santander,2,400.93
Mar-23,2023,3,CENS,Norte de Santander,2,407.5853
Abr-23,2023,4,CENS,Norte de Santander,2,411.87
May-23,2023,5,CENS,Norte de Santander,2,415.0826
Jun-23,2023,6,CENS,Norte de Santander,2,416.8997
Jul-23,2023,7,CENS,Norte de Santander,2,418.15
Ago-23,2023,8,CENS,Norte de Santander,2,420.2442
Sep-23,2023,9,CENS,Norte de Santander,2,423.1823
Oct-23,2023,10,CENS,Norte de Santander,2,464.6542
Nov-23,2023,11,CENS,Norte de Santander,2,471.1593
Dic-23,2023,12,CENS,Norte de Santander,2,477.27
* Pesos corrientes,,,CENS,Norte de Santander,2,0.012969498851025564
Ene-23,2023,1,CENS,Norte de Santander,3,666.9
Feb-23,2023,2,CENS,Norte de Santander,3,678.76
Mar-23,2023,3,CENS,Norte de Santander,3,690.0294
Abr-23,2023,4,CENS,Norte de Santander,3,697.28
May-23,2023,5,CENS,Norte de Santander,3,702.7294
Jun-23,2023,6,CENS,Norte de Santander,3,705.7985
Jul-23,2023,7,CENS,Norte de Santander,3,707.9152
Ago-23,2023,8,CENS,Norte de Santander,3,711.4606
Sep-23,2023,9,CENS,Norte de Santander,3,716.4347
Oct-23,2023,10,CENS,Norte de Santander,3,786.6453
Nov-23,2023,11,CENS,Norte de Santander,3,797.6583
Dic-23,2023,12,CENS,Norte de Santander,3,811.3589
* Pesos corrientes,,,CENS,Norte de Santander,3,0.01717602637620632
Ene-23,2023,1,CENS,Norte de Santander,4,784.59
Feb-23,2023,2,CENS,Norte de Santander,4,798.54
Mar-23,2023,3,CENS,Norte de Santander,4,811.8
Abr-23,2023,4,CENS,Norte de Santander,4,820.33
May-23,2023,5,CENS,Norte de Santander,4,826.7404
Jun-23,2023,6,CENS,Norte de Santander,4,830.3512
Jul-23,2023,7,CENS,Norte de Santander,4,832.8414
Ago-23,2023,8,CENS,Norte de Santander,4,837.0124
Sep-23,2023,9,CENS,Norte de Santander,4,842.8644
Oct-23,2023,10,CENS,Norte de Santander,4,925.4651
Nov-23,2023,11,CENS,Norte de Santander,4,938.4216
Dic-23,2023,12,CENS,Norte de Santander,4,954.5399
* Pesos corrientes,,,CENS,Norte de Santander,4,0.017175968669092843
Ene-23,2023,1,CENS,Norte de Santander,"5 y 6, Ind y Com",941.51
Feb-23,2023,2,CENS,Norte de Santander,"5 y 6, Ind y Com",958.25
Mar-23,2023,3,CENS,Norte de Santander,"5 y 6, Ind y Com",974.16
Abr-23,2023,4,CENS,Norte de Santander,"5 y 6, Ind y Com",984.39
May-23,2023,5,CENS,Norte de Santander,"5 y 6, Ind y Com",992.0885
Jun-23,2023,6,CENS,Norte de Santander,"5 y 6, Ind y Com",996.4214
Jul-23,2023,7,CENS,Norte de Santander,"5 y 6, Ind y Com",999.4097
Ago-23,2023,8,CENS,Norte de Santander,"5 y 6, Ind y Com",1004.4149
Sep-23,2023,9,CENS,Norte de Santander,"5 y 6, Ind y Com",1011.4372
Oct-23,2023,10,CENS,Norte de Santander,"5 y 6, Ind y Com",1110.5581
Nov-23,2023,11,CENS,Norte de Santander,"5 y 6, Ind y Com",1126.1059
Dic-23,2023,12,CENS,Norte de Santander,"5 y 6, Ind y Com",1145.4479
* Pesos corrientes,,,CENS,Norte de Santander,"5 y 6, Ind y Com",0.017176004494781415
Ene-23,2023,1,CEO,Cauca,1,368.8333
Feb-23,2023,2,CEO,Cauca,1,375.3888
Mar-23,2023,3,CEO,Cauca,1,390.0144
Abr-23,2023,4,CEO,Cauca,1,394.1119
May-23,2023,5,CEO,Cauca,1,397.1925
Jun-23,2023,6,CEO,Cauca,1,398.9273
Jul-23,2023,7,CEO,Cauca,1,400.1236
Ago-23,2023,8,CEO,Cauca,1,402.1275
Sep-23,2023,9,CEO,Cauca,1,404.939
Oct-23,2023,10,CEO,Cauca,1,407.0924
Nov-23,2023,11,CEO,Cauca,1,408.1094
Dic-23,2023,12,CEO,Cauca,1,410.0235
* Pesos corrientes,,,CEO,Cauca,1,0.004690163960937971
Ene-23,2023,1,CEO,Cauca,2,461.0417
Feb-23,2023,2,CEO,Cauca,2,469.236
Mar-23,2023,3,CEO,Cauca,2,487.518
Abr-23,2023,4,CEO,Cauca,2,492.6399
May-23,2023,5,CEO,Cauca,2,496.4907
Jun-23,2023,6,CEO,Cauca,2,498.6591
Jul-23,2023,7,CEO,Cauca,2,500.1545
Ago-23,2023,8,CEO,Cauca,2,502.6594
Sep-23,2023,9,CEO,Cauca,2,506.1737
Oct-23,2023,10,CEO,Cauca,2,508.8656
Nov-23,2023,11,CEO,Cauca,2,510.1367
Dic-23,2023,12,CEO,Cauca,2,512.5294
* Pesos corrientes,,,CEO,Cauca,2,0.004690311440051246
Ene-23,2023,1,CEO,Cauca,3,736.8318
Feb-23,2023,2,CEO,Cauca,3,760.3678
Mar-23,2023,3,CEO,Cauca,3,828.7805
Abr-23,2023,4,CEO,Cauca,3,787.2843
May-23,2023,5,CEO,Cauca,3,734.2748
Jun-23,2023,6,CEO,Cauca,3,818.7815
Jul-23,2023,7,CEO,Cauca,3,829.3566
Ago-23,2023,8,CEO,Cauca,3,819.2731
Sep-23,2023,9,CEO,Cauca,3,819.3055
Oct-23,2023,10,CEO,Cauca,3,828.9386
Nov-23,2023,11,CEO,Cauca,3,829.2699
Dic-23,2023,12,CEO,Cauca,3,841.9511
* Pesos corrientes,,,CEO,Cauca,3,0.015292005654612558
Ene-23,2023,1,CEO,Cauca,4,866.8609
Feb-23,2023,2,CEO,Cauca,4,894.5504
Mar-23,2023,3,CEO,Cauca,4,975.0359
Abr-23,2023,4,CEO,Cauca,4,926.2168
May-23,2023,5,CEO,Cauca,4,863.8527
Jun-23,2023,6,CEO,Cauca,4,963.2724
Jul-23,2023,7,CEO,Cauca,4,975.7136
Ago-23,2023,8,CEO,Cauca,4,963.8507
Sep-23,2023,9,CEO,Cauca,4,963.8888
Oct-23,2023,10,CEO,Cauca,4,975.2219
Nov-23,2023,11,CEO,Cauca,4,975.6117
Dic-23,2023,12,CEO,Cauca,4,990.5307
* Pesos corrientes,,,CEO,Cauca,4,0.015291944530800504
Ene-23,2023,1,CEO,Cauca,"5 y 6, Ind y Com",1040.23308
Feb-23,2023,2,CEO,Cauca,"5 y 6, Ind y Com",1073.46048
Mar-23,2023,3,CEO,Cauca,"5 y 6, Ind y Com",1170.0431
Abr-23,2023,4,CEO,Cauca,"5 y 6, Ind y Com",1111.4602
May-23,2023,5,CEO,Cauca,"5 y 6, Ind y Com",1036.6232
Jun-23,2023,6,CEO,Cauca,"5 y 6, Ind y Com",1155.9269
Jul-23,2023,7,CEO,Cauca,"5 y 6, Ind y Com",1170.8563
Ago-23,2023,8,CEO,Cauca,"5 y 6, Ind y Com",1156.6208399999998
Sep-23,2023,9,CEO,Cauca,"5 y 6, Ind y Com",1156.6666
Oct-23,2023,10,CEO,Cauca,"5 y 6, Ind y Com",1170.26628
Nov-23,2023,11,CEO,Cauca,"5 y 6, Ind y Com",1170.73404
Dic-23,2023,12,CEO,Cauca,"5 y 6, Ind y Com",1188.63684
* Pesos corrientes,,,CEO,Cauca,"5 y 6, Ind y Com",0.015291944530800388
Ene-23,2023,1,CETSA,Chocó,1,305.97
Feb-23,2023,2,CETSA,Chocó,1,312.33
Mar-23,2023,3,CETSA,Chocó,1,318.45
Abr-23,2023,4,CETSA,Chocó,1,322.75
May-23,2023,5,CETSA,Chocó,1,326.24
Jun-23,2023,6,CETSA,Chocó,1,328.65
Jul-23,2023,7,CETSA,Chocó,1,330.62
Ago-23,2023,8,CETSA,Chocó,1,333.27
Sep-23,2023,9,CETSA,Chocó,1,336.6
Oct-23,2023,10,CETSA,Chocó,1,344.0
Nov-23,2023,11,CETSA,Chocó,1,351.91
Dic-23,2023,12,CETSA,Chocó,1,355.31
* Pesos corrientes,,,CETSA,Chocó,1,0.00966156119462356
Ene-23,2023,1,CETSA,Chocó,2,382.47
Feb-23,2023,2,CETSA,Chocó,2,390.41
Mar-23,2023,3,CETSA,Chocó,2,398.07
Abr-23,2023,4,CETSA,Chocó,2,403.44
May-23,2023,5,CETSA,Chocó,2,407.8
Jun-23,2023,6,CETSA,Chocó,2,410.81
Jul-23,2023,7,CETSA,Chocó,2,413.28
Ago-23,2023,8,CETSA,Chocó,2,416.59
Sep-23,2023,9,CETSA,Chocó,2,420.74
Oct-23,2023,10,CETSA,Chocó,2,430.0
Nov-23,2023,11,CETSA,Chocó,2,439.89
Dic-23,2023,12,CETSA,Chocó,2,444.14
* Pesos corrientes,,,CETSA,Chocó,2,0.009661506285662326
Ene-23,2023,1,CETSA,Chocó,3,650.19
Feb-23,2023,2,CETSA,Chocó,3,663.7
Mar-23,2023,3,CETSA,Chocó,3,676.71
Abr-23,2023,4,CETSA,Chocó,3,685.85
May-23,2023,5,CETSA,Chocó,3,693.27
Jun-23,2023,6,CETSA,Chocó,3,698.38
Jul-23,2023,7,CETSA,Chocó,3,702.57
Ago-23,2023,8,CETSA,Chocó,3,708.19
Sep-23,2023,9,CETSA,Chocó,3,715.27
Oct-23,2023,10,CETSA,Chocó,3,731.0
Nov-23,2023,11,CETSA,Chocó,3,747.81
Dic-23,2023,12,CETSA,Chocó,3,755.03
* Pesos corrientes,,,CETSA,Chocó,3,0.009654858854521907
Ene-23,2023,1,CETSA,Chocó,4,764.93
Feb-23,2023,2,CETSA,Chocó,4,780.82
Mar-23,2023,3,CETSA,Chocó,4,796.12
Abr-23,2023,4,CETSA,Chocó,4,806.88
May-23,2023,5,CETSA,Chocó,4,815.61
Jun-23,2023,6,CETSA,Chocó,4,821.62
Jul-23,2023,7,CETSA,Chocó,4,826.55
Ago-23,2023,8,CETSA,Chocó,4,833.17
Sep-23,2023,9,CETSA,Chocó,4,841.49
Oct-23,2023,10,CETSA,Chocó,4,860.0
Nov-23,2023,11,CETSA,Chocó,4,879.78
Dic-23,2023,12,CETSA,Chocó,4,888.27
* Pesos corrientes,,,CETSA,Chocó,4,0.009650139807679203
Ene-23,2023,1,CETSA,Chocó,"5 y 6, Ind y Com",917.9159999999999
Feb-23,2023,2,CETSA,Chocó,"5 y 6, Ind y Com",936.984
Mar-23,2023,3,CETSA,Chocó,"5 y 6, Ind y Com",955.3439999999999
Abr-23,2023,4,CETSA,Chocó,"5 y 6, Ind y Com",968.256
May-23,2023,5,CETSA,Chocó,"5 y 6, Ind y Com",978.732
Jun-23,2023,6,CETSA,Chocó,"5 y 6, Ind y Com",985.94
Jul-23,2023,7,CETSA,Chocó,"5 y 6, Ind y Com",991.8599999999999
Ago-23,2023,8,CETSA,Chocó,"5 y 6, Ind y Com",999.8039999999999
Sep-23,2023,9,CETSA,Chocó,"5 y 6, Ind y Com",1009.79
Oct-23,2023,10,CETSA,Chocó,"5 y 6, Ind y Com",1032.0
Nov-23,2023,11,CETSA,Chocó,"5 y 6, Ind y Com",1055.7359999999999
Dic-23,2023,12,CETSA,Chocó,"5 y 6, Ind y Com",1065.924
* Pesos corrientes,,,CETSA,Chocó,"5 y 6, Ind y Com",0.00965013980767929
Ene-23,2023,1,ENEL COLOMBIA,Bogotá/Cundinamarca,1,297.093
Feb-23,2023,2,ENEL COLOMBIA,Bogotá/Cundinamarca,1,303.3319
Mar-23,2023,3,ENEL COLOMBIA,Bogotá/Cundinamarca,1,309.3986
Abr-23,2023,4,ENEL COLOMBIA,Bogotá/Cundinamarca,1,313.7301
May-23,2023,5,ENEL COLOMBIA,Bogotá/Cundinamarca,1,317.1812
Jun-23,2023,6,ENEL COLOMBIA,Bogotá/Cundinamarca,1,319.4014
Jul-23,2023,7,ENEL COLOMBIA,Bogotá/Cundinamarca,1,321.3178
Ago-23,2023,8,ENEL COLOMBIA,Bogotá/Cundinamarca,1,323.8884
Sep-23,2023,9,ENEL COLOMBIA,Bogotá/Cundinamarca,1,327.1273
Oct-23,2023,10,ENEL COLOMBIA,Bogotá/Cundinamarca,1,335.3055
Nov-23,2023,11,ENEL COLOMBIA,Bogotá/Cundinamarca,1,348.0471
Dic-23,2023,12,ENEL COLOMBIA,Bogotá/Cundinamarca,1,350.1354
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,1,0.006000049993233686
Ene-23,2023,1,ENEL COLOMBIA,Bogotá/Cundinamarca,2,371.3662
Feb-23,2023,2,ENEL COLOMBIA,Bogotá/Cundinamarca,2,379.1649
Mar-23,2023,3,ENEL COLOMBIA,Bogotá/Cundinamarca,2,386.7482
Abr-23,2023,4,ENEL COLOMBIA,Bogotá/Cundinamarca,2,392.1627
May-23,2023,5,ENEL COLOMBIA,Bogotá/Cundinamarca,2,396.4765
Jun-23,2023,6,ENEL COLOMBIA,Bogotá/Cundinamarca,2,399.2518
Jul-23,2023,7,ENEL COLOMBIA,Bogotá/Cundinamarca,2,401.6473
Ago-23,2023,8,ENEL COLOMBIA,Bogotá/Cundinamarca,2,404.8605
Sep-23,2023,9,ENEL COLOMBIA,Bogotá/Cundinamarca,2,408.9091
Oct-23,2023,10,ENEL COLOMBIA,Bogotá/Cundinamarca,2,419.1319
Nov-23,2023,11,ENEL COLOMBIA,Bogotá/Cundinamarca,2,435.0589
Dic-23,2023,12,ENEL COLOMBIA,Bogotá/Cundinamarca,2,437.6692
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,2,0.005999877257998849
Ene-23,2023,1,ENEL COLOMBIA,Bogotá/Cundinamarca,3,631.3225
Feb-23,2023,2,ENEL COLOMBIA,Bogotá/Cundinamarca,3,644.5803
Mar-23,2023,3,ENEL COLOMBIA,Bogotá/Cundinamarca,3,657.4719
Abr-23,2023,4,ENEL COLOMBIA,Bogotá/Cundinamarca,3,666.6765
May-23,2023,5,ENEL COLOMBIA,Bogotá/Cundinamarca,3,674.01
Jun-23,2023,6,ENEL COLOMBIA,Bogotá/Cundinamarca,3,678.7281
Jul-23,2023,7,ENEL COLOMBIA,Bogotá/Cundinamarca,3,682.8004
Ago-23,2023,8,ENEL COLOMBIA,Bogotá/Cundinamarca,3,688.2629
Sep-23,2023,9,ENEL COLOMBIA,Bogotá/Cundinamarca,3,695.1455
Oct-23,2023,10,ENEL COLOMBIA,Bogotá/Cundinamarca,3,712.5241
Nov-23,2023,11,ENEL COLOMBIA,Bogotá/Cundinamarca,3,739.6
Dic-23,2023,12,ENEL COLOMBIA,Bogotá/Cundinamarca,3,744.0376
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,3,0.005999999999999966
Ene-23,2023,1,ENEL COLOMBIA,Bogotá/Cundinamarca,4,742.7324
Feb-23,2023,2,ENEL COLOMBIA,Bogotá/Cundinamarca,4,758.3298
Mar-23,2023,3,ENEL COLOMBIA,Bogotá/Cundinamarca,4,773.4964
Abr-23,2023,4,ENEL COLOMBIA,Bogotá/Cundinamarca,4,784.3253
May-23,2023,5,ENEL COLOMBIA,Bogotá/Cundinamarca,4,792.9529
Jun-23,2023,6,ENEL COLOMBIA,Bogotá/Cundinamarca,4,798.5036
Jul-23,2023,7,ENEL COLOMBIA,Bogotá/Cundinamarca,4,803.2946
Ago-23,2023,8,ENEL COLOMBIA,Bogotá/Cundinamarca,4,809.721
